company_id,bloomberg_id,company_name,country_of_domicile,ticker,corporate_bond_ticker,figi,isin,cusip,sedol1,asset_type,security_icb_subsector,security_bics_subgroup,security_bclass4,security_mapped_sector,cfi_code,security_type,maturity_date,issue_date,amount_issued,amount_out,coupon_value,par_price,par_amount,current_face_amount,accrued_interest,security_amount_out_native,unit_share_price,position_market,market_value,current_shares_outstanding,current_shares_outstanding_all_classes,free_float_percent,free_float_shares,exchange_rate_usd,moody_rating,s_and_p_rating,fitch_rating,financial_timestamp
2580,10546083,Rushydro Pjsc,RU,92XY LN,,BBG0083BX7Q4,US7821835037,782183503,BYZ5W89,Others,Alternative Electricity,Electric-Generation,"Government Owned, No Guarantee",Power,EDSXFR,Depository Receipts,,,,,,,,,,,,1,0,4262888192,426288800000,33.37330089,1422666502.92044091,1,,,,2019Q4
72941,,Valeant Pharmaceuticals International,US,VRXCN TL BF1 1L USD,VRXCN,BBG0086B9N83,XAC9413PAU75,,,Bonds,,Medical-Drugs,,Other,,Term Loans,2022-04-01,2015-04-01,6917000,0,6.68475,,,,0.72862544,0,,1,,,,,,1,WR,NR,,2019Q4
,,,US,G2SF 3 3/16,G2SF,BBG0087BJD01,US21H0306330,21H030633,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,96934179.51,121633826.7,3,102.478,96934179507,1,0.175,121633826.7,102.683,1,1.02858,,,,,1,,,,2019Q4
,,,US,G2SF 4 3/16,G2SF,BBG0087BJJQ0,US21H0406320,21H040632,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,13163857.35,8567362.182,4,103.897,13163857348,1,0.233333333,8567362.182,103.805,1,1.040383333,,,,,1,,,,2019Q4
,,,US,FGTW 3 4/16,FGTW,BBG008FLCZ80,US02R0305414,02R030541,,Bonds,,FGLMC Single Family 20yr,,Other,,TBAs,,,46234793,,3,,46234793481,,,,,1,,,,,,1,,,,2019Q4
,,,US,G2SF 3.5 4/16,G2SF,BBG008FLD852,US21H0326478,21H032647,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,3940287,2993321,3.5,103.001,3940287473,1,0.1847222,2993321,103.243,1,1.034277,,,,,1,,,,2019Q4
,,,US,FNCT 3 4/16,FNCT,BBG008FLDMD2,US01F0305460,01F030546,,Bonds,,UMBS Single Family 20yr,,Other,,TBAs,,,112607055,,3,,112607054974,,,,,1,,,,,,1,,,,2019Q4
,,,US,G2SF 3 5/16,G2SF,BBG008MPNJY8,US21H0306587,21H030658,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,96934179.51,121633826.7,3,102.436,96934179507,1,0.183333333,121633826.7,,1,,,,,,1,,,,2019Q4
30305,386518,Huadian Power International Co,CN,1071EUR EU,,BBG008VJF624,CNE1000003D8,,,Equity,Conventional Electricity,Electric-Generation,Electric,Power,ESVUFB,Common Stocks,,,,,,0.342000008,,,,,0.382663809,1,0.382663809,1717233664,9862977000,94.99997317,1631371520.06620795,1.1189,,,,2019Q4
,,,US,FNCL 4 6/16,FNCL,BBG009BP3W71,US01F0406698,01F040669,,Bonds,,UMBS Single Family 30yr,,Other,,TBAs,,,37969868.78,24172296.5,4,,37969868784,,0.133333333,24172296.5,,1,,,,,,1,,,,2019Q4
,,,US,G2SF 3.5 6/16,G2SF,BBG009BP4BJ3,US21H0326627,21H032662,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,3940287.473,2993320.903,3.5,,3940287473,,0.194444444,2993320.903,,1,,,,,,1,,,,2019Q4
,,,US,FNCL 4 9/16,FNCL,BBG009Y16S93,US01F0406938,01F040693,,Bonds,,FNMA Single Family 30yr,,Other,,TBAs,,,37969869,24172296,4,,37969868784,,0.1444444,24172296,,1,,,,,,1,,,,2019Q4
,,,US,FNCT 3 10/16,FNCT,BBG00B4RB320,US01F0305A20,01F0305A2,,Bonds,,UMBS Single Family 20yr,,Other,,TBAs,,,112607055,67527336.32,3,,113000000000,,0.1,67527336.32,,1,,,,,,1,,,,2019Q4
,,,US,FGLMC 4 10/16,FGLMC,BBG00B4RB4X4,US02R0406A56,02R0406A5,,Bonds,,FGLMC Single Family 30yr,,Other,,TBAs,,,7215338,4369097,4,,7215337694,,0.1333333,4369097,,1,,,,,,1,,,,2019Q4
,,,US,GNSF 3.5 12/16,GNSF,BBG00BL40ZM1,US01N0326C49,01N0326C4,,Bonds,,GNMA Single Family 30yr,,Other,,TBAs,,,1876153.919,733751.2657,3.5,,1876153919,,0.194444444,733751.2657,103.945,1,1.041394444,,,,,1,,,,2019Q4
,,,US,FNCL 4 12/16,FNCL,BBG00BL41010,US01F0406C67,01F0406C6,,Bonds,,UMBS Single Family 30yr,,Other,,TBAs,,,37969868.78,24172296.5,4,,37969868784,,0.133333333,24172296.5,103.965,1,1.040983333,,,,,1,,,,2019Q4
,,,US,G2SF 3 12/16,G2SF,BBG00BL41F08,US21H0306C39,21H0306C3,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,96934180,121633827,3,,96934179507,,0.1666667,121633827,102.755,1,1.029217,,,,,1,,,,2019Q4
,,,US,FGLMC 4 12/16,FGLMC,BBG00BL41XS9,US02R0406C13,02R0406C1,,Bonds,,FGLMC Single Family 30yr,,Other,,TBAs,,,7215338,4369097,4,,7215337694,,0.1333333,4369097,104.05,1,1.041833,,,,,1,,,,2019Q4
,,,US,FNCL 3.5 1/17,FNCL,BBG00BT1NXZ5,US01F0326177,01F032617,,Bonds,,FNMA Single Family 30yr,,Other,,TBAs,,,4118667.271,2853918.749,3.5,103.14,4118667271,1,0.165277778,2853918.749,102.981,1,1.031462778,,,,,1,,,,2019Q4
,,,US,FGTW 3 2/17,FGTW,BBG00C3RLF76,US02R0305257,02R030525,,Bonds,,FGLMC Single Family 20yr,,Other,,TBAs,,,46234793.48,,3,,46234793481,,,,,1,,,,,,1,,,,2019Q4
,,,US,FGTW 3 3/17,FGTW,BBG00CCPDTR7,US02R0305331,02R030533,,Bonds,,FGLMC Single Family 20yr,,Other,,TBAs,,,46234793.48,,3,,46234793481,,,,,1,,,,,,1,,,,2019Q4
,,,US,G2SF 4 3/17,G2SF,BBG00CCPDYN0,US21H0406320,21H040632,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,13163857,8567362,4,103.843,13163857348,1,0.2222222,8567362,103.805,1,1.040272,,,,,1,,,,2019Q4
,,,US,G2SF 4.5 3/17,G2SF,BBG00CCPDYP8,US21H0426385,21H042638,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,86532994,50821206,4.5,105.16,86532994103,1,0.25,50821206,105.037,1,1.05287,,,,,1,,,,2019Q4
,,,US,FNCL 3.5 5/17,FNCL,BBG00CTQ14K2,US01F0326581,01F032658,,Bonds,,UMBS Single Family 30yr,,Other,,TBAs,,,4118667,2853919,3.5,103.134,4118667271,1,0.09722222,2853919,,1,,,,,,1,,,,2019Q4
,,,US,FNCL 4 5/17,FNCL,BBG00CTQ14L1,US01F0406516,01F040651,,Bonds,,UMBS Single Family 30yr,,Other,,TBAs,,,37969868.78,24172296.5,4,104.407,37969868784,1,0.111111111,24172296.5,,1,,,,,,1,,,,2019Q4
,,,US,FNCT 3.5 5/17,FNCT,BBG00CTQ20S1,US01F0325591,01F032559,,Bonds,,FNMA Single Family 20yr,,Other,,TBAs,,,85732347,,3.5,,85732347283,,,,,1,,,,,,1,,,,2019Q4
,,,US,FNCL 4 6/17,FNCL,BBG00D0YP482,US01F0406698,01F040669,,Bonds,,UMBS Single Family 30yr,,Other,,TBAs,,,37969869,24172296,4,,37969868784,,0.1333333,24172296,,1,,,,,,1,,,,2019Q4
,,,US,G2SF 3 6/17,G2SF,BBG00D0YPDT9,US21H0306660,21H030666,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,96934180,121633827,3,,96934179507,,0.1666667,121633827,,1,,,,,,1,,,,2019Q4
,,,US,FNCT 3 6/17,FNCT,BBG00D0YQ1W0,US01F0305619,01F030561,,Bonds,,UMBS Single Family 20yr,,Other,,TBAs,,,112607055,,3,,112607054974,,,,,1,,,,,,1,,,,2019Q4
,,,US,FGLMC 4 6/17,FGLMC,BBG00D0YQ3Q3,US02R0406642,02R040664,,Bonds,,FGLMC Single Family 30yr,,Other,,TBAs,,,7215337.694,4369096.696,4,,7215337694,,0.133333333,4369096.696,,1,,,,,,1,,,,2019Q4
191697,,Mistake,US,MISTAK 0.22 03/23/20,MISTAK,BBG00D21Y3C9,CH0328298028,LW3769970,BZB1KN9,Bonds,,Inactive/Unknown,,Other,,Corporate Bonds,,,206451.6,0,0.22,,5000,,0,0,,1,,,,,,1.032258,,,,2019Q4
,,,US,G2SF 3 7/17,G2SF,BBG00D8JDRX1,US21H0306744,21H030674,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,96934179.51,121633826.7,3,,96934179507,,0.158333333,121633826.7,,1,,,,,,1,,,,2019Q4
,,,US,FNCT 3 7/17,FNCT,BBG00D8JFCT7,US01F0305791,01F030579,,Bonds,,UMBS Single Family 20yr,,Other,,TBAs,,,112607055,,3,,113000000000,,,,,1,,,,,,1,,,,2019Q4
,,,US,FNCT 3.5 7/17,FNCT,BBG00D8JFCV4,US01F0325757,01F032575,,Bonds,,UMBS Single Family 20yr,,Other,,TBAs,,,85732347.28,,3.5,,85732347283,,,,,1,,,,,,1,,,,2019Q4
,,,US,FGLMC 4 7/17,FGLMC,BBG00D8JFFD7,US02R0406725,02R040672,,Bonds,,FGLMC Single Family 30yr,,Other,,TBAs,,,7215337.694,4369096.696,4,,7215337694,,0.133333333,4369096.696,,1,,,,,,1,,,,2019Q4
28871,36226014,Diamond Resorts International,US,DRII TL B 1L USD,DRII,BBG00DG3Y8M8,US25272YAB92,25272YAB9,,Bonds,,Hotels&Motels,,Other,,Term Loans,,,700000,0,7.90013,,,,1.252498,0,,1,,,,,,1,NR,NR,,2019Q4
,,,US,FGTW 3 8/17,FGTW,BBG00DJ2S1Z5,US02R0305828,02R030582,,Bonds,,FGLMC Single Family 20yr,,Other,,TBAs,,,46234793,,3,,46234793481,,,,,1,,,,,,1,,,,2019Q4
,,,US,FNCT 3 8/17,FNCT,BBG00DJ2SJC1,US01F0305874,01F030587,,Bonds,,UMBS Single Family 20yr,,Other,,TBAs,,,112607055,,3,,113000000000,,,,,1,,,,,,1,,,,2019Q4
,,,US,G2SF 3 9/17,G2SF,BBG00DR3WCP6,US21H0306900,21H030690,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,96934179.51,121633826.7,3,,96934179507,,0.166666667,121633826.7,,1,,,,,,1,,,,2019Q4
,,,US,G2SF 3.5 9/17,G2SF,BBG00DR3WN72,US21H0326965,21H032696,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,3940287.473,2993320.903,3.5,,3940287473,,0.194444444,2993320.903,,1,,,,,,1,,,,2019Q4
,,,US,FNCT 3 9/17,FNCT,BBG00DR3WZL9,US01F0305957,01F030595,,Bonds,,UMBS Single Family 20yr,,Other,,TBAs,,,112607055,,3,,113000000000,,,,,1,,,,,,1,,,,2019Q4
,,,US,CONNOL TL B 1L USD,CONNOL,BBG00DY7QZ75,US22164EAC93,22164EAC9,,Bonds,,Medical Information Sys,,Other,,Term Loans,2023-09-28,2016-09-28,550000,0,4.69463,,,,0.41743523,0,,1,,,,,,1,WR,NR,,2019Q4
,,,US,G2SF 4 10/17,G2SF,BBG00DY95SW2,US21H0406A63,21H0406A6,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,13163857,8567362,4,,13163857348,,0.2444444,8567362,,1,,,,,,1,,,,2019Q4
,,,US,G2SF 3 11/17,G2SF,BBG00F5P1JK0,US21H0306B55,21H0306B5,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,96934179.51,121633826.7,3,,96934179507,,0.158333333,121633826.7,,1,,,,,,1,,,,2019Q4
,,,US,FNCT 3.5 11/17,FNCT,BBG00F5P24K2,US01F0325B66,01F0325B6,,Bonds,,UMBS Single Family 20yr,,Other,,TBAs,,,85732347,,3.5,,85732347283,,,,,1,,,,,,1,,,,2019Q4
,,,US,G2SF 3 12/17,G2SF,BBG00FGGJ8C2,US21H0306C39,21H0306C3,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,96934179.51,121633826.7,3,,96934179507,,0.158333333,121633826.7,102.755,1,1.029133333,,,,,1,,,,2019Q4
,,,US,G2SF 3.5 12/17,G2SF,BBG00FGGJK08,US21H0326C92,21H0326C9,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,3940287,2993321,3.5,,3940287473,,0.1847222,2993321,102.985,1,1.031697,,,,,1,,,,2019Q4
,,,US,FNCT 3 12/17,FNCT,BBG00FGGJWJ2,US01F0305C85,01F0305C8,,Bonds,,UMBS Single Family 20yr,,Other,,TBAs,,,112607055,,3,,112607054974,,,,,1,,,,,,1,,,,2019Q4
30305,386518,Huadian Power International Co,CN,SHX GZ,,BBG00FGWRBB2,CNE1000003D8,,B1HK8P0,Equity,Conventional Electricity,Electric-Generation,Electric,Power,ESVUFB,Common Stocks,,,,,,0.342,,,,,0.3826638,1,0.3826638,1717233664,9862977000,94.99997,1631371465.6299008,1.1189,,,,2019Q4
11654,14049044,Calpine Corp,US,CPN TL B6 1L USD,CPN,BBG00FJ2KDZ2,US13134MBG78,13134MBG7,,Bonds,,Independ Power Producer,,Other,,Term Loans,,,546000,0,4.68475,,,,0.50788447,0,,1,,,360543300,,,1,NR,NR,,2019Q4
,,,US,FNCI 2 1/18,FNCI,BBG00FP7B6L4,US01F0204143,01F020414,,Bonds,,FNMA Single Family 15yr,,Other,,TBAs,,,1868504.98,2186909.236,2,99.5401,1868504980,1,0.088888889,2186909.236,99.0149,1,0.991037889,,,,,1,,,,2019Q4
,,,US,FNCI 3 1/18,FNCI,BBG00FP7BLF8,US01F0304133,01F030413,,Bonds,,FNMA Single Family 15yr,,Other,,TBAs,,,2730115,2148651,3,102.8,2730115441,1,0.1333333,2148651,102.655,1,1.027883,,,,,1,,,,2019Q4
,,,US,FNCL 5.5 1/18,FNCL,BBG00FP7BLX8,US01F0526156,01F052615,,Bonds,,FNMA Single Family 30yr,,Other,,TBAs,,,432400.2,271111.2,5.5,107.729,432400168,1,0.1527778,271111.2,107.685,1,1.078378,,,,,1,,,,2019Q4
,,,US,FGCI 4.5 1/18,FGCI,BBG00FP7BQ21,US02R0424132,02R042413,,Bonds,,FGLMC Single Family 15yr,,Other,,TBAs,,,46929473,1323525,4.5,,46929473041,,0.2,1323525,,1,,,,,,1,,,,2019Q4
,,,US,GNSF 5.5 1/18,GNSF,BBG00FP7BWK8,US01N0526168,01N052616,,Bonds,,GNMA Single Family 30yr,,Other,,TBAs,,,41880045,989160,5.5,,41880044656,,0.3208333,989160,,1,,,,,,1,,,,2019Q4
,,,US,G2SF 3.5 1/18,G2SF,BBG00FP7BXV4,US21H0326130,21H032613,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,3940287.473,2993320.903,3.5,103.309,3940287473,1,0.204166667,2993320.903,103.094,1,1.032981667,,,,,1,,,,2019Q4
,,,US,FNCL 3 1/18,FNCL,BBG00FP7CB14,US01F0306112,01F030611,,Bonds,,FNMA Single Family 30yr,,Other,,TBAs,,,183473599.2,213846021,3,102.064,183000000000,1,0.083333333,213846021,101.494,1,1.015773333,,,,,1,,,,2019Q4
,,,US,FGCI 2.5 1/18,FGCI,BBG00FP7CDH3,US02R0224151,02R022415,,Bonds,,FGLMC Single Family 15yr,,Other,,TBAs,,,52628.34,45545.88,2.5,101.313,52628339,1,0.1111111,45545.88,101.213,1,1.013241,,,,,1,,,,2019Q4
,,,US,VST TL B 1L USD,VST,BBG00FRY7F47,US87239PAD69,87239PAD6,,Bonds,,Electric-Generation,,Power,,Term Loans,,,2850000,0,4.6405,,,,1.13633779,0,,1,,,,,,1,WR,NR,,2019Q4
55930,,Milacron Llc,US,MZIA TL B 1L USD,MZIA,BBG00FS09PL7,US59870UAG13,59870UAG1,,Bonds,,Mach Tools&Rel Products,,Other,,Term Loans,,,947000,0,4.90263,,,,1.00937739,0,,1,,,,,,1,WR,NR,,2019Q4
58849,,Greenway Health Llc,US,SAGESH TL 1L USD,SAGESH,BBG00FWQ7F84,US39678DAC48,39678DAC4,,Bonds,,Medical Information Sys,,Other,,Term Loans,2024-02-16,2017-02-17,530000,0,6.65263,,,,1.36748506,0,,1,,,,,,1,B3,B,,2019Q4
,,,US,FNCL 3.5 2/18,FNCL,BBG00FX68RK6,US01F0326250,01F032625,,Bonds,,UMBS Single Family 30yr,,Other,,TBAs,,,4118667,2853919,3.5,103.14,4118667271,1,0.1166667,2853919,102.969,1,1.030857,,,,,1,,,,2019Q4
197970,,Fannie Mae Or Freddie Mac,US,FNCI 2.5 2/18,FNCI,BBG00FX69480,US01F0224281,01F022428,,Bonds,,UMBS Single Family 15yr,,Other,,TBAs,,,24458260,29660595,2.5,101.439,24458259599,1,0.09722222,29660595,101.132,1,1.012292,,,,,1,,,,2019Q4
,,,US,FGTW 3 2/18,FGTW,BBG00FX698J9,US02R0305257,02R030525,,Bonds,,FGLMC Single Family 20yr,,Other,,TBAs,,,46234793,,3,,46234793481,,,,,1,,,,,,1,,,,2019Q4
,,,US,G2SF 4 2/18,G2SF,BBG00FX69H54,US21H0406247,21H040624,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,13163857,8567362,4,103.756,13163857348,1,0.2222222,8567362,103.723,1,1.039452,,,,,1,,,,2019Q4
,,,US,FNCI 3.5 2/18,FNCI,BBG00FX69HF3,US01F0324271,01F032427,,Bonds,,FNMA Single Family 15yr,,Other,,TBAs,2027-09-25,,2850710,1939714,3.5,104.094,2850709538,1,0.1361111,1939714,103.758,1,1.038941,,,,,1,,,,2019Q4
197970,,Fannie Mae Or Freddie Mac,US,FNCI 4 2/18,FNCI,BBG00FX69HJ9,US01F0404206,01F040420,,Bonds,,UMBS Single Family 15yr,,Other,,TBAs,,,113356021.2,5194980.387,4,104.434,113000000000,1,0.155555556,5194980.387,104.324,1,1.044795556,,,,,1,,,,2019Q4
212557,,Hilton Worldwide Finance,US,HLT TL B2 1L USD,HLT,BBG00G3T9KZ5,US43289DAE31,43289DAE3,,Bonds,,Hotels&Motels,,Other,,Term Loans,,,3958875,0,3.8985,,,,0.46607174,0,,1,,,,,,1,NR,NR,,2019Q4
,,,US,FGTW 3 3/18,FGTW,BBG00G41M3P9,US02R0305331,02R030533,,Bonds,,FGLMC Single Family 20yr,,Other,,TBAs,,,46234793,,3,,46234793481,,,,,1,,,,,,1,,,,2019Q4
,,,US,FGLMC 4 3/18,FGLMC,BBG00G41MT09,US02R0406311,02R040631,,Bonds,,FGLMC Single Family 30yr,,Other,,TBAs,,,7215337.694,4369096.696,4,104.514,7215337694,1,0.133333333,4369096.696,104.282,1,1.044153333,,,,,1,,,,2019Q4
52461,,Cotiviti Corp,US,COTV TL B 1L USD,COTV,BBG00GBL3699,US22164EAC93,22164EAC9,,Bonds,,Medical Information Sys,,Other,,Term Loans,,,548600,0,4.12388,,,,0.2408,0,,1,,,,,,1,WR,NR,,2019Q4
,,,US,FNCT 3 4/18,FNCT,BBG00GCXVD50,US01F0305460,01F030546,,Bonds,,FNMA Single Family 20yr,,Other,,TBAs,,,112607055,,3,,113000000000,,,,,1,,,,,,1,,,,2019Q4
,,,US,FNCL 4 5/18,FNCL,BBG00GM1S3H2,US01F0406516,01F040651,,Bonds,,UMBS Single Family 30yr,,Other,,TBAs,,,37969869,24172296,4,104.407,37969868784,1,0.1444444,24172296,,1,,,,,,1,,,,2019Q4
,,,US,FGTW 3 5/18,FGTW,BBG00GM1SLY3,US02R0305588,02R030558,,Bonds,,FGLMC Single Family 20yr,,Other,,TBAs,,,46234793.48,,3,,46234793481,,,,,1,,,,,,1,,,,2019Q4
,,,US,FGTW 3 6/18,FGTW,BBG00GVMCNW2,US02R0305661,02R030566,,Bonds,,FGLMC Single Family 20yr,,Other,,TBAs,,,46234793,,3,,46234793481,,,,,1,,,,,,1,,,,2019Q4
,,,US,FNCT 3 6/18,FNCT,BBG00GVMD9G0,US01F0305619,01F030561,,Bonds,,UMBS Single Family 20yr,,Other,,TBAs,,,112607055,,3,,113000000000,,,,,1,,,,,,1,,,,2019Q4
,,,US,FGTW 3 7/18,FGTW,BBG00H2PJJL9,US02R0305745,02R030574,,Bonds,,FGLMC Single Family 20yr,,Other,,TBAs,,,46234793.48,,3,,46234793481,,,,,1,,,,,,1,,,,2019Q4
,,,US,G2SF 3.5 7/18,G2SF,BBG00H2PKWN6,US21H0326700,21H032670,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,3940287.473,2993320.903,3.5,,3940287473,,0.175,2993320.903,,1,,,,,,1,,,,2019Q4
,,,US,FNCL 3.5 8/18,FNCL,BBG00HC20X65,US01F0326821,01F032682,,Bonds,,UMBS Single Family 30yr,,Other,,TBAs,,,4118667.271,2853918.749,3.5,,4118667271,,0.116666667,2853918.749,,1,,,,,,1,,,,2019Q4
,,,US,G2SF 3.5 8/18,G2SF,BBG00HC229V8,US21H0326882,21H032688,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,3940287,2993321,3.5,,3940287473,,0.1944444,2993321,,1,,,,,,1,,,,2019Q4
,,,US,FNCT 3 8/18,FNCT,BBG00HC23RF5,US01F0305874,01F030587,,Bonds,,FNMA Single Family 20yr,,Other,,TBAs,,,112607055,,3,,112607054974,,,,,1,,,,,,1,,,,2019Q4
,,,US,FNCT 3.5 8/18,FNCT,BBG00HC23RJ1,US01F0325831,01F032583,,Bonds,,UMBS Single Family 20yr,,Other,,TBAs,,,85732347.28,37827222.36,3.5,,85732347283,,,37827222.36,,1,,,,,,1,,,,2019Q4
108784,,Swiss Auto Lease,CH,SWIAL 2016-1 A,SWIAL,BBG00HC5D2R9,CH0328298028,BCC2E6HJ8,BZB1KN9,Bonds,,Automobile ABS Other,,Automotive,DAFNEB,ABS,2026-03-23,2016-06-23,206451.6129,205380.9817,0.22,,200000000,,0.132,200000,,1,,,,,,1.032258065,Aaa,,AAA,2019Q4
55473,305002,Engility Corp,US,EGL TL B2 1L USD,EGL,BBG00HD3YVK3,US29286GAC24,29286GAC2,,Bonds,,Engineering/R&D Services,,Other,,Term Loans,,,579000,0,5.15413,,,,1.075356,0,,1,,,,,,1,WR,NR,,2019Q4
,,,US,VST TL B2 1L USD,VST,BBG00HDBH6L8,US88233FAJ93,88233FAJ9,,Bonds,,Electric-Generation,,Power,,Term Loans,,,995000,0,4.65263,,,,0.957907,0,,1,,,,,,1,Ba1,BBB-,WD,2019Q4
,,,US,G2SF 4 9/18,G2SF,BBG00HMJJ443,US21H0406999,21H040699,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,13163857.35,8567362.182,4,,13163857348,,0.211111111,8567362.182,,1,,,,,,1,,,,2019Q4
,,,US,FNCT 3 9/18,FNCT,BBG00HMJLN84,US01F0305957,01F030595,,Bonds,,UMBS Single Family 20yr,,Other,,TBAs,,,112607055,,3,,112607054974,,,,,1,,,,,,1,,,,2019Q4
99606,,Cast & Crew Payroll Llc,US,CASCRE TL B 1L USD,CASCRE,BBG00HMSHM54,US14835JAL44,14835JAL4,,Bonds,,Commercial Serv-Finance,,Other,,Term Loans,2024-09-27,2017-09-27,495000,0,4.94463,,,,0.43952267,0,,1,,,,,,1,,,,2019Q4
58849,,Greenway Health Llc,US,SAGESH TL 1L USD,SAGESH,BBG00HNTXQ90,US39678DAC48,39678DAC4,,Bonds,,Medical Information Sys,,Other,,Term Loans,,,530000,0,6.14963,,,,0.7857861,0,,1,,,,,,1,B3,B,,2019Q4
,,,US,FNCT 3 10/18,FNCT,BBG00HVSN7F9,US01F0305A20,01F0305A2,,Bonds,,FNMA Single Family 20yr,,Other,,TBAs,,,112607055,,3,,112607054974,,,,,1,,,,,,1,,,,2019Q4
,,,US,FNCT 3.5 10/18,FNCT,BBG00HVSN7L2,US01F0325A83,01F0325A8,,Bonds,,UMBS Single Family 20yr,,Other,,TBAs,,,85732347,,3.5,,85732347283,,,,,1,,,,,,1,,,,2019Q4
190663,,Vantage Spec Chem,US,VANSPE TL B 1L USD,VANSPE,BBG00HW3R974,US92210XAC48,92210XAC4,,Bonds,,Chemicals-Specialty,,Other,,Term Loans,2024-10-28,2017-10-26,520000,0,5.92813,,,,0.06439311,0,,1,,,,,,1,B3,B-,,2019Q4
55930,,Milacron Llc,US,MZIA TL B 1L USD,MZIA,BBG00J3SYXV9,US59870UAG13,59870UAG1,,Bonds,,Mach Tools&Rel Products,,Other,,Term Loans,2023-09-28,2017-11-08,939897.5,0,4.21425,,,,0.2320628,0,,1,,,,,,1,WR,NR,,2019Q4
,,,US,FNCT 3 11/18,FNCT,BBG00J41GYX3,US01F0305B03,01F0305B0,,Bonds,,FNMA Single Family 20yr,,Other,,TBAs,,,112607055,,3,,113000000000,,,,,1,,,,,,1,,,,2019Q4
,,,US,FGLMC 4 11/18,FGLMC,BBG00J41H5R2,US02R0406B30,02R0406B3,,Bonds,,FGLMC Single Family 30yr,,Other,,TBAs,,,7215338,4369097,4,,7215337694,,0.1333333,4369097,,1,,,,,,1,,,,2019Q4
1967,102640,Bausch Health Cos Inc,US,BHCCN TL BF4 1L USD,BHCCN,BBG00J6DB359,XAC9413PAU75,,,Bonds,,Medical-Drugs,,Other,,Term Loans,,,3820611,0,5.4095,,,,1.021794,0,,1,,,349757300,,,1,WR,BB,WD,2019Q4
28871,36226014,Diamond Resorts International,US,DRII TL B 1L USD,DRII,BBG00J7QZ1S2,US25272YAB92,25272YAB9,,Bonds,,Hotels&Motels,,Other,,Term Loans,2023-09-02,2017-11-27,693000,0,6.41375,,,,1.10459028,0,,1,,,,,,1,WR,NR,,2019Q4
11654,14049044,Calpine Corp,US,CPN TL B6 1L USD,CPN,BBG00JCG5MP8,US13134MBG78,13134MBG7,,Bonds,,Independ Power Producer,,Other,,Term Loans,2023-01-15,2017-12-11,540000,0,4.38738,,,,0.584984,0,,1,,,360543300,,,1,WR,BB,,2019Q4
2424,104978,Multi-Color Corp,US,LABL TL B 1L USD,LABL,BBG00JCHXGK3,US62538LAJ35,62538LAJ3,,Bonds,,Containers-Paper/Plastic,,Other,,Term Loans,2024-10-31,2017-10-31,500000,0,4.15225,,,,1.02832331,0,,1,,,,,,1,NR,NR,,2019Q4
,,,US,GNSF 3.5 12/18,GNSF,BBG00JDVDVG5,US01N0326C49,01N0326C4,,Bonds,,GNMA Single Family 30yr,,Other,,TBAs,,,1876154,733751.3,3.5,,1876153919,,0.175,733751.3,103.945,1,1.0412,,,,,1,,,,2019Q4
,,,US,G2SF 3.5 12/18,G2SF,BBG00JDVG800,US21H0326C92,21H0326C9,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,3940287.473,2993320.903,3.5,,3940287473,,0.175,2993320.903,102.985,1,1.0316,,,,,1,,,,2019Q4
,,,US,G2SF 4.5 12/18,G2SF,BBG00JDVG873,US21H0426C83,21H0426C8,,Bonds,,GNMA2 Single Family 30yr,,Other,,TBAs,,,86532994.1,50821206.36,4.5,,86532994103,,0.225,50821206.36,104.373,1,1.04598,,,,,1,,,,2019Q4
,,,US,FNCT 3 12/18,FNCT,BBG00JDVGQB8,US01F0305C85,01F0305C8,,Bonds,,FNMA Single Family 20yr,,Other,,TBAs,,,112607055,,3,,113000000000,,,,,1,,,,,,1,,,,2019Q4
197970,,Fannie Mae Or Freddie Mac,US,FNCI 2 1/19,FNCI,BBG00JNBVPY1,US01F0204143,01F020414,,Bonds,,UMBS Single Family 15yr,,Other,,TBAs,,,1868505,2186909,2,99.321,1868504980,1,0.08888889,2186909,99.0149,1,0.9910379,,,,,1,,,,2019Q4
