investor_name,portfolio_name,holding_id,isin,value_usd,company_name,asset_type,valid_input,direct_holding,security_mapped_sector,financial_sector,sectors_with_assets,has_ald_in_fin_sector,flag
Test,auto_eq_cb_full,BR437866,US670346AL99,1327625,Nucor Corp,Bonds,TRUE,TRUE,Steel,Steel,Steel,TRUE,Included in analysis
Test,auto_eq_cb_full,BR665748,US31428XBA37,50794,Fedex Corp,Bonds,TRUE,TRUE,Other,Other,Aviation,FALSE,Included in analysis
Test,auto_eq_cb_full,BR502464,US055451AV01,190037,Bhp Billiton Finance Usa Ltd,Bonds,TRUE,TRUE,Coal,Coal,Coal + Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR513076,US144141DC90,126151,Duke Energy Progress Llc,Bonds,TRUE,TRUE,Power,Power,Aviation + Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR340356,US05565QDB14,755497,Bp Capital Markets Plc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,auto_eq_cb_full,BR391960,US341081FM41,2044825,Florida Power & Light Co,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR10136,US743263AP08,11488831,Progress Energy Inc,Bonds,TRUE,TRUE,Power,Power,Aviation + Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR626441,US56585AAL61,173706,Marathon Petroleum Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR339583,US680617AB35,3874253,Oleoducto Central Sa,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR86066,US65504LAK35,637500,Noble Holding International Ltd,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR289488,US26875PAP62,11970438,Eog Resources Inc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,auto_eq_cb_full,BR489500,US380956AD47,256663,Goldcorp Inc,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR321426,US341081ES20,10010960,Florida Power & Light Co,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR1013,US629377CC47,396563,Nrg Energy Inc,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR474746,US867224AA59,42956044,Suncor Energy Inc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR163801,US37045VAJ98,19088870,General Motors Co,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR137276,US98212BAD55,67925,Wpx Energy Inc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas,TRUE,Included in analysis
Test,auto_eq_cb_full,BR164034,US037411BA28,258915,Apache Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas,TRUE,Included in analysis
Test,auto_eq_cb_full,BR432404,US02376GAA40,9303731,Amer Airline 16-2 B Ptt,Bonds,TRUE,TRUE,Aviation,Aviation,Aviation,TRUE,Included in analysis
Test,auto_eq_cb_full,BR156988,US43475DAA54,18225999,Holcim Capital Corp,Bonds,TRUE,TRUE,Cement,Cement,Cement + Coal + Power + Shipping,TRUE,Included in analysis
Test,auto_eq_cb_full,BR139284,US25179MAL72,6482685,NA,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR650565,US440543AQ93,355950,Hornbeck Offshore Serv,Bonds,TRUE,TRUE,Shipping,Shipping,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR673093,US651290AR99,865380,NA,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR151654,XS0903465127,405012,State Oil Co Of The Azer,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR223317,US718549AE82,5289750,Phillips 66 Partners Lp,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR186601,US845437BM38,4106800,Southwestern Elec Power,Bonds,TRUE,TRUE,Power,Power,Aviation + Coal + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR5954,US59562HAJ77,15519724,Midamerican Funding Llc,Bonds,TRUE,TRUE,Power,Power,Aviation + Coal + Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR109030,US723787AK36,1563450,Pioneer Natural Resource,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,auto_eq_cb_full,BR202328,US78454LAN01,6849500,Sm Energy Co,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR576148,US247361ZJ00,752786,Delta Air Lines Inc,Bonds,TRUE,TRUE,Aviation,Aviation,Aviation,TRUE,Included in analysis
Test,auto_eq_cb_full,BR169651,US268317AC80,52062436,Electricite De France Sa,Bonds,TRUE,TRUE,Power,Power,Coal + Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,auto_eq_cb_full,BR150792,US878744AB72,1980000,Teck Resources Ltd,Bonds,TRUE,TRUE,Other,Other,Coal + Oil&Gas + Power,FALSE,Included in analysis
Test,auto_eq_cb_full,BR225573,US56585AAF93,6266750,Marathon Petroleum Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR339643,US90932PAB40,3213329,United Air 2014-1 B Ptt,Bonds,TRUE,TRUE,Aviation,Aviation,Aviation + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR570990,US210518CT13,4293775,Consumers Energy Co,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR421163,US927804FV18,4951950,Virginia Elec & Power Co,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR126551,US040555CT91,727591,Arizona Public Service Co,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR21984,US233331AZ06,1546965,Dte Energy Co,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR404067,US37045XCD66,29939,General Motors Finl Co,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR274780,US21079VAA17,128217,Contl Airlines 2010-A,Bonds,TRUE,TRUE,Aviation,Aviation,Aviation + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR685637,US674215AG39,80243,Oasis Petroleum Inc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,auto_eq_cb_full,BR59248,US670346AN55,5999650,Nucor Corp,Bonds,TRUE,TRUE,Steel,Steel,Steel,TRUE,Included in analysis
Test,auto_eq_cb_full,BR451281,US48667QAM78,2639000,Kazmunaygas National Co,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,auto_eq_cb_full,BR3827,US209111FC20,10549999,Con Edison Co Of Ny Inc,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR343349,XS1244160278,1626963,NA,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,auto_eq_cb_full,BR495966,US98389BAS97,7947040,Xcel Energy Inc,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR155523,US345397WF64,18350341,Ford Motor Credit Co Llc,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR582606,US30231GAC69,10319335,NA,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,auto_eq_cb_full,BR591095,US25746UCR86,549137,Dominion Energy Inc,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR323295,US03938LAS34,482694,Arcelormittal,Bonds,TRUE,TRUE,Steel,Steel,Coal + Power + Shipping + Steel,TRUE,Included in analysis
Test,auto_eq_cb_full,BR240295,US89236TDU60,1991948,Toyota Motor Credit Corp,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Aviation + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR75081,US279158AL39,1079700,Ecopetrol Sa,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR31013,US74456QAR74,65190,Public Service Electric & Gas,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR19940,US626717AG73,180727,Murphy Oil Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,auto_eq_cb_full,BR123217,US927804FY56,10385980,Virginia Elec & Power Co,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR176021,US71647XAA54,6228048,Pampa Energia Sa,Bonds,TRUE,TRUE,Power,Power,Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR84412,US166764AH30,3082875,Chevron Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,auto_eq_cb_full,BR191509,US87305QCM15,17505750,NA,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR225417,US929160AV17,5105050,Vulcan Materials Co,Bonds,TRUE,TRUE,Cement,Cement,Aviation + Power,FALSE,Included in analysis
Test,auto_eq_cb_full,BR203450,US927804FQ23,2359400,Virginia Elec & Power Co,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR508213,US89566EAG35,11810109,Tristate Gen&Trans Assn,Bonds,TRUE,TRUE,Power,Power,Coal + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR295969,US055451AX66,4903878,Bhp Billiton Finance Usa Ltd,Bonds,TRUE,TRUE,Coal,Coal,Coal + Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR91630,US13643EAA38,18233007,Suncor Energy Ventures Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR710,US87422VAB45,76875,Talen Energy Supply Llc,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR648562,US958254AF13,25988,Western Midstream Operat,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR249744,US867224AA59,1536015,Suncor Energy Inc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR259500,US93936KBL26,2365800,Puget Sound Energy Inc,Bonds,TRUE,TRUE,Power,Power,Aviation + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR307051,US00130HBU86,1957213,Aes Corp/The,Bonds,TRUE,TRUE,Power,Power,Coal + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR96189,US50188FAD78,3095130,Lg&E & Ku Energy Llc,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR341894,US806851AG69,220676,NA,Bonds,TRUE,TRUE,Other,Other,Oil&Gas + Power,FALSE,Included in analysis
Test,auto_eq_cb_full,BR106302,US718546AC87,531080,Phillips 66,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation,FALSE,Included in analysis
Test,auto_eq_cb_full,BR159491,US797440BM51,29141275,San Diego G & E,Bonds,TRUE,TRUE,Power,Power,Coal + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR193592,US341081FJ12,19547502,Florida Power & Light Co,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR488751,US29273RBD08,3632069,Energy Transfer Operatng,Bonds,TRUE,TRUE,Other,Other,Power,FALSE,Included in analysis
Test,auto_eq_cb_full,BR157030,US210518CU85,15917220,Consumers Energy Co,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR376064,US05565QDB14,505230,Bp Capital Markets Plc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,auto_eq_cb_full,BR197974,US65473QBB86,23699732,Nisource Inc,Bonds,TRUE,TRUE,Other,Other,Power,FALSE,Included in analysis
Test,auto_eq_cb_full,BR174005,US055451AR98,53944000,Bhp Billiton Finance Usa Ltd,Bonds,TRUE,TRUE,Coal,Coal,Coal + Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR122808,US822582BE14,15341522,Shell International Finance Bv,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,auto_eq_cb_full,BR225490,US976843BH44,2191424,Wisconsin Public Service Corp,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR388329,US867224AA59,1992821,Suncor Energy Inc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR260028,US009090AA91,2766759,Air Canada 2015-1a Ptt,Bonds,TRUE,TRUE,Aviation,Aviation,Aviation,TRUE,Included in analysis
Test,auto_eq_cb_full,BR93690,US28932MAA36,7172806,Elm Rd Generating Stat,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR309859,US210805DD61,2577438,Contl Airlines 2000-2,Bonds,TRUE,TRUE,Aviation,Aviation,Aviation + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR270704,US677050AK26,1047,Oglethorpe Power Corp,Bonds,TRUE,TRUE,Power,Power,Aviation + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR24997,US378272AF53,18643500,Glencore Funding Llc,Bonds,TRUE,TRUE,Coal,Coal,Aviation + Coal + Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,auto_eq_cb_full,BR152544,US779382AR14,2112000,Rowan Companies Inc,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR43332,US837004BZ25,6151981,Dominion Energy South,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR293307,US76720AAG13,3217833,Rio Tinto Finance Usa Plc,Bonds,TRUE,TRUE,Steel,Steel,Power + Shipping + Steel,TRUE,Included in analysis
Test,auto_eq_cb_full,BR293283,US74836HAD98,34744770,Questar Pipeline Llc,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR202596,US402635AL06,19095000,Gulfport Energy Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,auto_eq_cb_full,BR562890,US0010EPAN89,4182840,Aep Texas Inc,Bonds,TRUE,TRUE,Power,Power,Aviation + Coal + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR627960,US02377UAB08,4352130,American Airlines 2013-2,Bonds,TRUE,TRUE,Aviation,Aviation,Aviation,TRUE,Included in analysis
Test,auto_eq_cb_full,BR238114,US373334JR32,3004850,NA,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR575672,US56585AAL61,5112050,Marathon Petroleum Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR239805,US575634AS94,13193350,Massachusetts Electric Co,Bonds,TRUE,TRUE,Power,Power,Aviation + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR622450,US55336VAL45,218270,Mplx Lp,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR226696,US20825CAQ78,20991,Conocophillips,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,auto_eq_cb_full,BR454159,US26441CAP05,173352,Duke Energy Corp,Bonds,TRUE,TRUE,Power,Power,Aviation + Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR55693,US88104LAE39,6925730,Terraform Power Operating Llc,Bonds,TRUE,TRUE,Other,Other,Power,FALSE,Included in analysis
Test,auto_eq_cb_full,BR316735,US02377UAB08,155813,American Airlines 2013-2,Bonds,TRUE,TRUE,Aviation,Aviation,Aviation,TRUE,Included in analysis
Test,auto_eq_cb_full,BR481144,US03674XAF33,263120,Antero Resources Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,auto_eq_cb_full,BR113989,US891490AT14,9003522,Tosco Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,auto_eq_cb_full,BR118889,US26875PAG63,18807120,Eog Resources Inc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,auto_eq_cb_full,BR42648,US04775HAK32,11795650,Atlanta Gas Light Co,Bonds,TRUE,TRUE,Other,Other,Power,FALSE,Included in analysis
Test,auto_eq_cb_full,BR496769,US292505AJ36,21788257,Encana Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR13338,US013716AU93,5091532,Rio Tinto Alcan Inc,Bonds,TRUE,TRUE,Other,Other,Power + Shipping + Steel,FALSE,Included in analysis
Test,auto_eq_cb_full,BR380957,US26441CAS44,205946,Duke Energy Corp,Bonds,TRUE,TRUE,Power,Power,Aviation + Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR283572,US842400FW81,3946904,Southern Cal Edison,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR140528,US29103DAM83,1039158,NA,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR596453,US552704AC21,912258,Meg Energy Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR302544,US881609BB61,533825,Andeavor Llc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR235916,CA90664ZAD20,44689,Enbridge Gas Inc,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR602705,US023764AA14,961509,Amern Airline 16-2 A Ptt,Bonds,TRUE,TRUE,Aviation,Aviation,Aviation,TRUE,Included in analysis
Test,auto_eq_cb_full,BR212947,US694308HP52,9224766,Pacific Gas & Electric Co,Bonds,TRUE,TRUE,Power,Power,Aviation + Coal + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR201198,US797440BR49,29693706,San Diego G & E,Bonds,TRUE,TRUE,Power,Power,Coal + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR646896,US629377CD20,166650,Nrg Energy Inc,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR253279,US29250NAL91,1310813,Enbridge Inc,Bonds,TRUE,TRUE,Other,Other,Aviation + Power,FALSE,Included in analysis
Test,auto_eq_cb_full,BR250718,US172070CP76,3515910,Duke Energy Ohio Inc,Bonds,TRUE,TRUE,Power,Power,Aviation + Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR279840,US66765RBX35,15781485,Northwest Natural Gas Co,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR412467,US87900YAA10,204500,Teekay Corp,Bonds,TRUE,TRUE,Shipping,Shipping,Shipping,TRUE,Included in analysis
Test,auto_eq_cb_full,BR203851,US701885AB18,4499438,Parsley Energy Llc/Finan,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR72853,US37045XBD75,107791,General Motors Finl Co,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR228940,US341081FE25,12909659,Florida Power & Light Co,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR93951,US595620AB14,9315265,Midamerican Energy Co,Bonds,TRUE,TRUE,Power,Power,Aviation + Coal + Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR488732,US166764BK59,4492620,Chevron Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,auto_eq_cb_full,BR121721,US37045VAF76,8756787,General Motors Co,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR273656,US797440BF01,7315546,San Diego G & E,Bonds,TRUE,TRUE,Power,Power,Coal + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR573157,US71644EAE23,64220,Suncor Energy Inc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR185791,US037411BA28,7277550,Apache Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas,TRUE,Included in analysis
Test,auto_eq_cb_full,BR402365,US419838AA57,1956817,Hawaiian Airlines 13-1a,Bonds,TRUE,TRUE,Aviation,Aviation,Aviation,TRUE,Included in analysis
Test,auto_eq_cb_full,BR599762,US74022DAJ90,185909,Precision Drilling Corp,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR634845,US845467AL33,4150000,Southwestern Energy Co,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas,TRUE,Included in analysis
Test,auto_eq_cb_full,BR197318,US69352PAL76,489370,Ppl Capital Funding Inc,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR671613,US626738AD06,254149,Murphy Oil Usa Inc,Bonds,TRUE,TRUE,Other,Other,Aviation,FALSE,Included in analysis
Test,auto_eq_cb_full,BR607993,US247361ZJ00,172938,Delta Air Lines Inc,Bonds,TRUE,TRUE,Aviation,Aviation,Aviation,TRUE,Included in analysis
Test,auto_eq_cb_full,BR487494,US743263AE50,3989031,Progress Energy Inc,Bonds,TRUE,TRUE,Power,Power,Aviation + Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR309852,US837004CF51,36660754,Dominion Energy South,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR172153,US210805DH75,1646325,Contl Airlines 2001-1,Bonds,TRUE,TRUE,Aviation,Aviation,Aviation + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR242275,US841215AA48,6292895,Southaven Cmbd Cycle Gen,Bonds,TRUE,TRUE,Power,Power,NA,FALSE,Included in analysis
Test,auto_eq_cb_full,BR111032,US210518CT13,1262300,Consumers Energy Co,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR88173,US575634AS94,10818547,Massachusetts Electric Co,Bonds,TRUE,TRUE,Power,Power,Aviation + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR237631,US247109BR13,19057490,Delmarva Pwr & Light Co,Bonds,TRUE,TRUE,Power,Power,Aviation + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR287873,US247361ZL55,2018483,Delta Air Lines Inc,Bonds,TRUE,TRUE,Aviation,Aviation,Aviation,TRUE,Included in analysis
Test,auto_eq_cb_full,BR395922,US69351UAP84,508925,Ppl Electric Utilities Corp,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR221729,US29273RBG39,1558365,Energy Transfer Operatng,Bonds,TRUE,TRUE,Other,Other,Power,FALSE,Included in analysis
Test,auto_eq_cb_full,BR442884,US023770AB64,3809362,Amer Airln 15-1 B Ptt,Bonds,TRUE,TRUE,Aviation,Aviation,Aviation,TRUE,Included in analysis
Test,auto_eq_cb_full,BR516889,US233851AF18,1169782,Daimler Finance Na Llc,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR530425,US74733VAA89,6750000,Qep Resources Inc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,auto_eq_cb_full,BR548173,US290876AD37,478125,Emera Inc,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR606945,US02665WAZ41,401304,American Honda Finance Corp,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR676509,US79970YAD76,118300,Sanchez Energy Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,auto_eq_cb_full,BR227358,US677050AK26,10483304,Oglethorpe Power Corp,Bonds,TRUE,TRUE,Power,Power,Aviation + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR205289,US30040WAD02,16870630,Eversource Energy,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR140624,US842587CX39,3032400,Southern Co,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR72613,US71656LBP58,95400,Petroleos Mexicanos,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR307051,US912909AM02,1957213,United States Steel Corp,Bonds,TRUE,TRUE,Steel,Steel,Aviation + Power + Steel,TRUE,Included in analysis
Test,auto_eq_cb_full,BR152211,US209111EQ25,15097560,Con Edison Co Of Ny Inc,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR440336,US89153VAL36,3181031,NA,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,auto_eq_cb_full,BR335620,US29103DAF33,11697436,NA,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
Test,auto_eq_cb_full,BR305590,US84489PAC23,15894338,Southwest Gas Corp,Bonds,TRUE,TRUE,Other,Other,Aviation,FALSE,Included in analysis
Test,auto_eq_cb_full,BR262543,US605417BZ68,3910265,Mississippi Power Co,Bonds,TRUE,TRUE,Power,Power,Power,TRUE,Included in analysis
