Co. Corp TKR,Total,Utilities,Supranationals,Government Development Banks,Transportation & Logistics,Power Generation,Automobiles Manufacturing,Chemicals,Metals & Mining,Exploration & Production,Pipeline,Integrated Oils,Airlines,Coal Operations,Oil & Gas Services & Equipment,Renewable Energy,Refining & Marketing,Winding Up Agencies,Government Agencies,Government Regional,Sovereigns,Government Local
CHNNUC,3503179000,,,,,3503179000,,,,,,,,,,,,,,,,
CHMT,0,,,,,,,0,,,,,,,,,,,,,,
CHMOLY,318970000,,,,,,,,318970000,,,,,,,,,,,,,
CHMFRU,2132671000,,,,,,,,2132671000,,,,,,,,,,,,,
CHMERC,5736091595,,,,5736091595,,,,,,,,,,,,,,,,,
CHKPNG,91822175,,,,,,,,91822175,,,,,,,,,,,,,
CHK,7966902000,,,,,,,,,7966902000,,,,,,,,,,,,
CHISTL,3251324760,,,,,,,,3251324760,,,,,,,,,,,,,
CHISOU,2980431500,,,,,,,,,,,,2980431500,,,,,,,,,
CHIRON,227950180,,,,227950180,,,,,,,,,,,,,,,,,
CHIRES,750000000,750000000,,,,,,,,,,,,,,,,,,,,
CHIQIN,24903104,,,,,,,,,,,,,24903104,,,,,,,,
CHIPOW,159162000,,,,,159162000,,,,,,,,,,,,,,,,
CHIPET,0,,,,,,,0,,,,,,,,,,,,,,
CHIOIL,650000000,650000000,,,,,,,,,,,,,,,,,,,,
CHINLP,4024179025,3930611425,,,,93567600,,,,,,,,,,,,,,,,
CHIMAR,105879500,,,,105879500,,,,,,,,,,,,,,,,,
CHIEAS,4088815600,,,,,,,,,,,,4088815600,,,,,,,,,
CHIAIR,787556827,,,,,,,,,,,,787556827,,,,,,,,,
CHGRID,52473589600,52473589600,,,,,,,,,,,,,,,,,,,,
CHGOLD,2292901800,,,,,,,,2292901800,,,,,,,,,,,,,
CHGDNU,6545278000,4447411000,,,,796617500,,,600000000,,,,,,,701249500,,,,,,
CHFIBE,47748600,,,,,,,47748600,,,,,,,,,,,,,,
CHEUCN,376263538,,,,,,,376263538,,,,,,,,,,,,,,
CHERYA,477809000,,,,,,477809000,,,,,,,,,,,,,,,
CHEPRU,437825500,,,,,,,,437825500,,,,,,,,,,,,,
CHENPT,155946000,,,,,,,,,,,,,,,,155946000,,,,,
CHENGY,3259019,3259019,,,,,,,,,,,,,,,,,,,,
CHENER,4684433900,,,,,,,,,,,,,,,4684433900,,,,,,
CHEMSN,78268700,,,,78268700,,,,,,,,,,,,,,,,,
CHDHYD,162159545,,,,,162159545,,,,,,,,,,,,,,,,
CHDATA,956264000,,,,,956264000,,,,,,,,,,,,,,,,
CHCOTC,10241340,,,,10241340,,,,,,,,,,,,,,,,,
CHCONS,271092200,,,,,,,,,,,,,,,271092200,,,,,,
CHCOMI,318485500,,,,,,,,,,,,,318485500,,,,,,,,
CHCOCH,4250005000,,,,,,,,,,4250005000,,,,,,,,,,,
CHCOAL,4777767000,,,,,,,,,,,,,4777767000,,,,,,,,
CHCHRA,223279000,,,,223279000,,,,,,,,,,,,,,,,,
CHCHIN,1000000,,,,,,,1000000,,,,,,,,,,,,,,
CHCGFN,501858700,,,,,,,,,,,,,,501858700,,,,,,,
CHAPAR,0,,,,,,,,,0,,,,,,,,,,,,
CHALUM,9819073000,,,,,,,,9819073000,,,,,,,,,,,,,
CHACHU,204826800,,,,,,,204826800,,,,,,,,,,,,,,
CGLRAI,52721200,,,,52721200,,,,,,,,,,,,,,,,,
CGGFP,2015748062,,,,,,,,,,,,,,2015748062,,,,,,,
CGGCN,500000000,,,,,,,,500000000,,,,,,,,,,,,,
CGETCL,0,0,,,,,,,,,,,,,,,,,,,,
CGENEL,0,0,,,,,,,,,,,,,,,,,,,,
CGCSA,326162803,,,,,,,,,326162803,,,,,,,,,,,,
CGBPBZ,84829525,,,,,84829525,,,,,,,,,,,,,,,,
CGASBZ,619967782,619967782,,,,,,,,,,,,,,,,,,,,
CFWCN,600000000,,,,,,,,,,,,,,600000000,,,,,,,
CFGOLD,111639500,,,,,,,,111639500,,,,,,,,,,,,,
CFELEC,11137884076,,,,,11137884076,,,,,,,,,,,,,,,,
CFEHSB,107888214,,,,,107888214,,,,,,,,,,,,,,,,
CF,4750016000,,,,,,,4750016000,,,,,,,,,,,,,,
CEZCP,5054575540,5054575540,,,,,,,,,,,,,,,,,,,,
CEWLSP,159485000,159485000,,,,,,,,,,,,,,,,,,,,
CEUCN,239712300,,,,,,,,,,,,,,239712300,,,,,,,
CESLCZ,12278125,,,,12278125,,,,,,,,,,,,,,,,,
CESKA,2482202000,,,2482202000,,,,,,,,,,,,,,,,,,
CESC,107547785,61697285,,,,45850500,,,,,,,,,,,,,,,,
CERRBZ,45061814,,,,,,,,,,,,,,,45061814,,,,,,
CERNEG,176000000,,,,,,,,,,,176000000,,,,,,,,,,
CERCG,1901770000,,,,,,,,,1901770000,,,,,,,,,,,,
CEPSAS,24308300,24308300,,,,,,,,,,,,,,,,,,,,
CEPPSA,5500000,,,,,5500000,,,,,,,,,,,,,,,,
CEPMSA,116429000,116429000,,,,,,,,,,,,,,,,,,,,
CEPEBZ,244186452,244186452,,,,,,,,,,,,,,,,,,,,
CEOAXA,271566000,,,,,,,,,,,,,,,271566000,,,,,,
CENX,250000000,,,,,,,,250000000,,,,,,,,,,,,,
CENTVN,33027503,33027503,,,,,,,,,,,,,,,,,,,,
CENSUN,77070741,,,,,,,77070741,,,,,,,,,,,,,,
CENREP,400000000,,,,,,,,,400000000,,,,,,,,,,,,
CENNZ,416498000,,,,,416498000,,,,,,,,,,,,,,,,
CENITC,438146,,,,,,,,438146,,,,,,,,,,,,,
CENEXP,9332394678,,,,9332394678,,,,,,,,,,,,,,,,,
CENAIR,1617036834,,,,1617036834,,,,,,,,,,,,,,,,,
CENAC,642000,,,,642000,,,,,,,,,,,,,,,,,
CEMAR,353261567,,,,,353261567,,,,,,,,,,,,,,,,
CEM,0,,,,,,,0,,,,,,,,,,,,,,
CELSOL,1949325,,,,,,,,,,,,,,,1949325,,,,,,
CELSIA,251577612,,,,,251577612,,,,,,,,,,,,,,,,
CELPBZ,244536000,244536000,,,,,,,,,,,,,,,,,,,,
CELGSC,92631200,,,,92631200,,,,,,,,,,,,,,,,,
CELGBZ,0,0,,,,,,,,,,,,,,,,,,,,
CELEO,379009040,379009040,,,,,,,,,,,,,,,,,,,,
CEIX,300000000,,,,,,,,,,,,,300000000,,,,,,,,
CEGENE,0,,,,,0,,,,,,,,,,,,,,,,
CEFCIG,5044975200,,,,,,,,,,,,,,,,5044975200,,,,,
CEELET,124504448,,,,,124504448,,,,,,,,,,,,,,,,
CEEB,198685500,198685500,,,,,,,,,,,,,,,,,,,,
CECEPW,47845500,,,,,,,,,,,,,,,47845500,,,,,,
CEBR,37756850,37756850,,,,,,,,,,,,,,,,,,,,
CEBCN,0,,,,,,,,,,,,,,0,,,,,,,
CEAIRL,1194038000,,,,,,,,,,,,1194038000,,,,,,,,,
CE,2556436500,,,,,,,2556436500,,,,,,,,,,,,,,
CDXNGR,398260300,398260300,,,,,,,,,,,,,,,,,,,,
CDTFIN,5498662500,5498662500,,,,,,,,,,,,,,,,,,,,
CDSLAR,79742500,,,,79742500,,,,,,,,,,,,,,,,,
CDEL,11549422238,,,,,,,,11549422238,,,,,,,,,,,,,
CDE,250000000,,,,,,,,250000000,,,,,,,,,,,,,
CDCARG,97233200,,,,97233200,,,,,,,,,,,,,,,,,
CCSSCM,836472600,,,,,,,,,,,,,836472600,,,,,,,,
CCROBZ,1510777477,,,,1510777477,,,,,,,,,,,,,,,,,
CCOPKG,0,,,,,,,,0,,,,,,,,,,,,,
CCOCN,1196877000,,,,,,,,1196877000,,,,,,,,,,,,,
CCLP,295930000,,,,,,,,,,,,,,295930000,,,,,,,
CCGSCI,7101,7101,,,,,,,,,,,,,,,,,,,,
CCGRBZ,9391452,,,,,,,9391452,,,,,,,,,,,,,,
CCC,0,,,,,,,0,,,,,,,,,,,,,,
CCBHNA,200000000,,,,,,,,,,,,200000000,,,,,,,,,
CC,2770978846,,,,,,,2770978846,,,,,,,,,,,,,,
CBT,652940000,,,,,,,652940000,,,,,,,,,,,,,,
CBREEZ,319910158,,,,,,,,,,,,,,,319910158,,,,,,
CBHNSA,7557540,,,,7557540,,,,,,,,,,,,,,,,,
CBEEBZ,185082600,185082600,,,,,,,,,,,,,,,,,,,,
CATIC,600000000,,,,600000000,,,,,,,,,,,,,,,,,
CATHAY,252845025,,,,,,,,,,,,252845025,,,,,,,,,
CASPEA,500000000,,,,,500000000,,,,,,,,,,,,,,,,
CASNBZ,84265822,84265822,,,,,,,,,,,,,,,,,,,,
CASEQU,1636455,,,,1636455,,,,,,,,,,,,,,,,,
CARUNA,736194000,736194000,,,,,,,,,,,,,,,,,,,,
CARIND,9200000,,,,,,,,,,,,,,,,,,,,,9200000
CARDEV,568968525,,568968525,,,,,,,,,,,,,,,,,,,
CARABA,30493068,,,,,,,,30493068,,,,,,,,,,,,,
CAPXAR,300000000,300000000,,,,,,,,,,,,,,,,,,,,
CAPVER,19631840,,,,,,,,,,,,,,,19631840,,,,,,
CAPRTR,0,,,,0,,,,,,,,,,,,,,,,,
CAPJAM,0,,,,,,,,0,,,,,,,,,,,,,
CAPHOL,49079600,49079600,,,,,,,,,,,,,,,,,,,,
CAPGR,119386127,,,,,,,,,,,,,,,119386127,,,,,,
CAPAPT,637940000,,,,637940000,,,,,,,,,,,,,,,,,
CAP,103000000,,,,103000000,,,,,,,,,,,,,,,,,
CANPOT,128947255,,,,,,,128947255,,,,,,,,,,,,,,
CANIOC,160000000,,,,,,,,,160000000,,,,,,,,,,,,
CANENR,350000000,,,,,,,,,350000000,,,,,,,,,,,,
CANDBZ,30385967,30385967,,,,,,,,,,,,,,,,,,,,
CANABR,8059729,,,,,,,,,,,,,,,8059729,,,,,,
CAMSSC,8884844,,,,8884844,,,,,,,,,,,,,,,,,
CAMNDU,39783600,39783600,,,,,,,,,,,,,,,,,,,,
CAM,1006843000,,,,,,,,,,,,,,1006843000,,,,,,,
CALOBZ,0,,,,,,0,,,,,,,,,,,,,,,
CALLAO,320000000,320000000,,,,,,,,,,,,,,,,,,,,
CALFUE,70241526,,,,,,,,,,,70241526,,,,,,,,,,
CALENV,85912248,85912248,,,,,,,,,,,,,,,,,,,,
CAJUN,529288,529288,,,,,,,,,,,,,,,,,,,,
CAICOS,0,0,,,,,,,,,,,,,,,,,,,,
CAFEDI,31897000,,,,31897000,,,,,,,,,,,,,,,,,
CAF,17768065829,,17768065829,,,,,,,,,,,,,,,,,,,
CAETBZ,9011152,,,,,9011152,,,,,,,,,,,,,,,,
CACHBZ,47119642,,,,,47119642,,,,,,,,,,,,,,,,
CABEI,4496495340,,4496495340,,,,,,,,,,,,,,,,,,,
CABBCO,717789150,,,,,,,717789150,,,,,,,,,,,,,,
BYDCOL,1050551587,,,,,,1050551587,,,,,,,,,,,,,,,
BXSTLG,206910600,,,,,,,,206910600,,,,,,,,,,,,,
BXECN,289783600,,,,,,,,,289783600,,,,,,,,,,,,
BXCOAL,224517658,,,,,,,,,,,,,224517658,,,,,,,,
BXBAU,613495000,,,,613495000,,,,,,,,,,,,,,,,,
BWP,3325000000,,,,,,,,,,3325000000,,,,,,,,,,,
BWONO,320035990,,,,320035990,,,,,,,,,,,,,,,,,
BWICSA,0,,,,,,,,0,,,,,,,,,,,,,
BWGRP,250000000,,,,250000000,,,,,,,,,,,,,,,,,
BUTTE,80300000,80300000,,,,,,,,,,,,,,,,,,,,
BUSKEN,244239340,,,,,244239340,,,,,,,,,,,,,,,,
BUMIIJ,2298997758,,,,,,,,,,,,,2298997758,,,,,,,,
BULERG,24539800,,,,,24539800,,,,,,,,,,,,,,,,
BULENR,1288339500,1288339500,,,,,,,,,,,,,,,,,,,,
BTWLN,57777297,57777297,,,,,,,,,,,,,,,,,,,,
BTU,1000000000,,,,,,,,,,,,,1000000000,,,,,,,,
BTOCN,258750000,,,,,,,,258750000,,,,,,,,,,,,,
BTECN,1188701600,,,,,,,,,1188701600,,,,,,,,,,,,
BSTDBK,637702796,,637702796,,,,,,,,,,,,,,,,,,,
BSLAU,500000000,,,,,,,,500000000,,,,,,,,,,,,,
BSEEKW,16000050,16000050,,,,,,,,,,,,,,,,,,,,
BRWILL,0,,,,0,,,,,,,,,,,,,,,,,
BRUPOW,1398321750,,,,,1398321750,,,,,,,,,,,,,,,,
BRUAIR,1374228800,,,,1374228800,,,,,,,,,,,,,,,,,
BRSFIN,200000000,,,,200000000,,,,,,,,,,,,,,,,,
BRS,545285000,,,,,,,,,,,,,,545285000,,,,,,,
BRRPIN,134028258,,,,,,,,134028258,,,,,,,,,,,,,
BRRP,833800000,,,,,,,,,833800000,,,,,,,,,,,,
BRPPAC,0,,,,,0,,,,,,,,,,,,,,,,
BROOKN,26430000,,,,,26430000,,,,,,,,,,,,,,,,
BRLS,153373750,,,,,,,153373750,,,,,,,,,,,,,,
BRLPWR,76937261,,,,,76937261,,,,,,,,,,,,,,,,
BRKHEC,28298823000,26525035000,,,,973788000,,,,,800000000,,,,,,,,,,,
BRK,400000000,0,,,,,,400000000,,,,,,,,,,,,,,
BRIPET,156600000,,,,,,,,,,,,,,,,156600000,,,,,
BRGNO,76229600,,,,,,,76229600,,,,,,,,,,,,,,
BREEZE,406624486,,,,,,,,,,,,,,,406624486,,,,,,
BRDIST,1075377627,,,,,,,,,,,,,,,,1075377627,,,,,
BRCUCN,302836539,,,,,,,,,,,,,,,302836539,,,,,,
BRCAPY,2500000,,,,,,,,,,,,,,,2500000,,,,,,
BRBNAT,20000000,,,,,,,,,20000000,,,,,,,,,,,,
BRASKM,6084082000,,,,,,,6084082000,,,,,,,,,,,,,,
BPZR,9900000,,,,,,,,,9900000,,,,,,,,,,,,
BPWRCN,9399119,,,,,,,,,,,,,,,9399119,,,,,,
BPLN,59247094790,,,,,,,,,0,,59247094790,,,,,,,,,,
BPL,3975000000,,,,,,,,,,3975000000,,,,,,,,,,,
BPHB,242656600,,,,242656600,,,,,,,,,,,,,,,,,
BPCLIN,1897544300,,,,,,,,,,,,,,,,1897544300,,,,,
BOTSDC,117902300,,,,,,,,,,,,,,,,,,117902300,,,
BORUNI,47748600,,,,,,,47748600,,,,,,,,,,,,,,
BORGAS,0,,,,0,,,,,,,,,,,,,,,,,
BORFIN,463278000,,,,,,,,,,,,,,463278000,,,,,,,
BONNO,357676100,,,,,,,,,,,,,,357676100,,,,,,,
BOLSS,62130500,,,,,,,,62130500,,,,,,,,,,,,,
BOLNGT,333472320,333472320,,,,,,,,,,,,,,,,,,,,
BOLFP,1374228800,,,,1374228800,,,,,,,,,,,,,,,,,
BOLDIN,236787000,,,,236787000,,,,,,,,,,,,,,,,,
BOILBZ,0,,,,,,,,,,,,,,0,,,,,,,
BOGAEI,766868750,766868750,,,,,,,,,,,,,,,,,,,,
BOAONO,119728778,,,,119728778,,,,,,,,,,,,,,,,,
BOAD,1942924987,,1942924987,,,,,,,,,,,,,,,,,,,
BNRGR,1726990000,,,,,,,1726990000,,,,,,,,,,,,,,
BNG,1.0941E+11,,,1.0941E+11,,,,,,,,,,,,,,,,,,
BNDMSC,0,,,,0,,,,,,,,,,,,,,,,,
BNCE,1700000000,,,1700000000,,,,,,,,,,,,,,,,,,
BMWFSK,240841120,,,,,,240841120,,,,,,,,,,,,,,,
BMWAFC,318970000,,,,,,318970000,,,,,,,,,,,,,,,
BMW,49720173965,,,,,,49720173965,,,,,,,,,,,,,,,
BMTEBZ,178913180,178913180,,,,,,,,,,,,,,,,,,,,
BMSTIN,27670280,,,,27670280,,,,,,,,,,,,,,,,,
BMINAS,160000000,,,,,160000000,,,,,,,,,,,,,,,,
BMETR,1000061217,,,,1000061217,,,,,,,,,,,,,,,,,
BLYAU,306027800,,,,,,,,306027800,,,,,,,,,,,,,
BLXCN,114862144,,,,,114862144,,,,,,,,,,,,,,,,
BLX,560149930,,560149930,,,,,,,,,,,,,,,,,,,
BLURAC,850000000,,,,,,,,,,850000000,,,,,,,,,,,
BLUEWA,401611000,,,,401611000,,,,,,,,,,,,,,,,,
BLSL,42354800,,,,42354800,,,,,,,,,,,,,,,,,
BLLEAS,3680970,,,,,,3680970,,,,,,,,,,,,,,,
BKWSW,1239377211,1239377211,,,,,,,,,,,,,,,,,,,,
BKKNO,2812199700,2812199700,,,,,,,,,,,,,,,,,,,,
BKH,2500000000,2500000000,,,,,,,,,,,,,,,,,,,,
BJPOWR,397905000,,,,,397905000,,,,,,,,,,,,,,,,
BJORTE,988322500,988322500,,,,,,,,,,,,,,,,,,,,
BJHEAT,477486000,477486000,,,,,,,,,,,,,,,,,,,,
BJHAOH,477970500,,,,,,,,,,,,,477970500,,,,,,,,
BJGASG,500000000,500000000,,,,,,,,,,,,,,,,,,,,
BJENTE,343304690,343304690,,,,,,,,,,,,,,,,,,,,
BJEHF,1844333600,1844333600,,,,,,,,,,,,,,,,,,,,
BJAUTO,3038658300,,,,,,3038658300,,,,,,,,,,,,,,,
BJASST,2724502100,1212463100,,,,1512039000,,,,,,,,,,,,,,,,
BIS,28787,,28787,,,,,,,,,,,,,,,,,,,
BIRMIN,145677000,,,,145677000,,,,,,,,,,,,,,,,,
BIP,1315217100,1315217100,,,0,,,,,,,,,,,,,,,,,
BIOTAU,18404850,,,,,18404850,,,,,,,,,,,,,,,,
BINHIN,500000000,500000000,,,,,,,,,,,,,,,,,,,,
BIMGES,13619589,13619589,,,,,,,,,,,,,,,,,,,,
BIMCN,350000000,,,,,,,,350000000,,,,,,,,,,,,,
BIGTEX,670000000,,,,670000000,,,,,,,,,,,,,,,,,
BIGBRS,600000000,,,,,,,,600000000,,,,,,,,,,,,,
BIBBLN,244247500,,,,,,,,,,,,,,244247500,,,,,,,
BHUSIN,259260225,,,,,,,,259260225,,,,,,,,,,,,,
BHRAIN,2600000000,,,,,,,,,,,,,,,,,,,,2600000000,
BHP,23503179014,,,,,,,,23503179014,0,,,,,,,,,,,,
BHI,2011394000,,,,,,,,,,,,,,2011394000,,,,,,,
BHHPIN,15242162,,,,,15242162,,,,,,,,,,,,,,,,
BHAIST,355810000,,,,,,,,355810000,,,,,,,,,,,,,
BGY,0,,,,,0,,,,,,,,,,,,,,,,
BGRIMM,174500700,,,,,,,,,,,,,,,174500700,,,,,,
BGGRP,9543308200,,,,,,,,,9543308200,,,,,,,,,,,,
BGBSP,40417980,40417980,,,,,,,,,,,,,,,,,,,,
BGATR,153485287,,,,,,,,,,,,,,153485287,,,,,,,
BFRON,3864,3864,,,,,,,,,,,,,,,,,,,,
BEYCN,1557926,,,,,,,,,1557926,,,,,,,,,,,,
BEXP,0,,,,,,,,,0,,,,,,,,,,,,
BEXINT,8000000,,,,,,,8000000,,,,,,,,,,,,,,
BETHWS,0,,,,,,,,,,,,,,,,,,,0,,
BESSB,21555,21555,,,,,,,,,,,,,,,,,,,,
BERTMT,77979880,,,,,,,,77979880,,,,,,,,,,,,,
BERHLD,108692900,,,,,,,,,,,,,,108692900,,,,,,,
BERBOM,56943666,,,,56943666,,,,,,,,,,,,,,,,,
BENGAN,318324000,,,,,,,,318324000,,,,,,,,,,,,,
BEIENT,3595087000,3595087000,,,,,,,,,,,,,,,,,,,,
BEIDAT,2467980000,,,,,2467980000,,,,,,,,,,,,,,,,
BEICAP,716875000,716875000,,,,,,,,,,,,,,,,,,,,
BEFINA,38362200,38362200,,,,,,,,,,,,,,,,,,,,
BEBIOE,0,,,,,,,,,,,,,,,0,,,,,,
BDSI,175601672,,,,,,,,,,,,,,,,,,,,175601672,
BDRLNO,150000000,,,,,,,,,,,,,,150000000,,,,,,,
BDEIN,25901929,,,,25901929,,,,,,,,,,,,,,,,,
BCPTB,444183600,,,,,,,,,,,,,,,,444183600,,,,,
BCGED,9548,9548,,,,,,,,,,,,,,,,,,,,
BCEI,0,,,,,,,,,0,,,,,,,,,,,,
BCAPS,241595025,,,,,,,,241595025,,,,,,,,,,,,,
BBOVBG,2195389,2195389,,,,,,,,,,,,,,,,,,,,
BBIALP,48071001,,,,48071001,,,,,,,,,,,,,,,,,
BBG,675000000,,,,,,,,,675000000,,,,,,,,,,,,
BBEP,1805000000,,,,,,,,,1805000000,,,,,,,,,,,,
BAZFIN,1533402500,1533402500,,,,,,,,,,,,,,,,,,,,
BAYTRA,0,,,,0,,,,,,,,,,,,,,,,,
BAYLAN,10738818333,,,10738818333,,,,,,,,,,,,,,,,,,
BAVSU,8967,,,,8967,,,,,,,,,,,,,,,,,
BAVNO,24287,,,,24287,,,,,,,,,,,,,,,,,
BAURBZ,2699121,2699121,,,,,,,,,,,,,,,,,,,,
BATIAN,0,,,,,,,0,,,,,,,,,,,,,,
BASSDR,75998800,,,,,,,,,,,,,,75998800,,,,,,,
BASINE,500000000,,,,,500000000,,,,,,,,,,,,,,,,
BASGR,18733042230,,,,,,,18733042230,,,,,,,,,,,,,,
BAS,0,,,,,,,,,,,,,,0,,,,,,,
BARPTY,350000000,,,,,,,,350000000,,,,,,,,,,,,,
BARAMK,479231,,,,,,,,,,,,,,479231,,,,,,,
BAOTOU,573629200,,,,,,,,573629200,,,,,,,,,,,,,
BAOTIZ,111639500,,,,,,,,111639500,,,,,,,,,,,,,
BAOTIT,159162000,,,,,,,,159162000,,,,,,,,,,,,,
BAOTAL,49340220,,,,,,,,,,,,,49340220,,,,,,,,
BAORES,500000000,,,,,,,,500000000,,,,,,,,,,,,,
BAOENG,404507228,,,,,,,404507228,,,,,,,,,,,,,,
BANSM,6619,6619,,,,,,,,,,,,,,,,,,,,
BANPU,1649119650,,,,,,,,,,,,,1649119650,,,,,,,,
BANEFT,2182652000,,,,,,,,,,,2182652000,,,,,,,,,,
BANDBR,4472830,,,,,,,,,,,,,,,4472830,,,,,,
BAMREP,1673774850,,,,,1673774850,,,,,,,,,,,,,,,,
BAMACN,139242600,,,,,139242600,,,,,,,,,,,,,,,,
BAM,179784225,,,,,179784225,,,,,,,,,,,,,,,,
BALIB,3620,,,,3620,,,,,,,,,,,,,,,,,
BAKMK,127714000,,,,,,,127714000,,,,,,,,,,,,,,
BAIYUN,318485500,,,,318485500,,,,,,,,,,,,,,,,,
BAISEM,207330500,,,,,,,,,,,,,207330500,,,,,,,,
BAINT,827,,,,827,,,,,,,,,,,,,,,,,
BAICM,1323402500,,,,,,1323402500,,,,,,,,,,,,,,,
BAGFZC,150000000,,,,150000000,,,,,,,,,,,,,,,,,
BACAU,433785000,,,,433785000,,,,,,,,,,,,,,,,,
BABMK,383142000,,,,383142000,,,,,,,,,,,,,,,,,
BABLN,1091064500,,,,1091064500,,,,,,,,,,,,,,,,,
BAACN,197500000,,,,,,,,197500000,,,,,,,,,,,,,
AZZAU,37463250,,,,,,,,,37463250,,,,,,,,,,,,
AZUPOE,500000000,,,,,500000000,,,,,,,,,,,,,,,,
AZULBZ,400000000,,,,,,,,,,,,400000000,,,,,,,,,
AZNLN,244500000,,,,,,,244500000,,,,,,,,,,,,,,
AZLABR,48907200,,,,,,,,,,,,48907200,,,,,,,,,
AZJAU,1976255000,,,,1976255000,,,,,,,,,,,,,,,,,
AZINMU,61349500,61349500,,,,,,,,,,,,,,,,,,,,
AZIEDA,17024486,17024486,,,,,,,,,,,,,,,,,,,,
AZGARD,9079726,9079726,,,,,,,,,,,,,,,,,,,,
AZELE,82927260,72338560,,,,10588700,,,,,,,,,,,,,,,,
AZAIM,0,,,,,,,,,,,,0,,,,,,,,,
AYGAZ,51733695,,,,,,,,,,,,,,,,51733695,,,,,
AYENTI,13169700,,,,,13169700,,,,,,,,,,,,,,,,
AY,255000000,,,,,255000000,,,,,,,,,,,,,,,,
AXTA,1463187150,,,,,,,1463187150,,,,,,,,,,,,,,
AXPOSW,1151763599,,,,,1151763599,,,,,,,,,,,,,,,,
AXMAU,0,,,,,,,,0,,,,,,,,,,,,,
AXLL,79414000,,,,,,,79414000,,,,,,,,,,,,,,
AXISOS,32000000,,,,,,,,,,,,,,32000000,,,,,,,
AXIOAR,66166650,,,,,,,,,66166650,,,,,,,,,,,,
AWR,267000000,267000000,,,,,,,,,,,,,,,,,,,,
AWLN,5507436500,5507436500,,,,,,,,,,,,,,,,,,,,
AWK,5866000000,5866000000,,,,,,,,,,,,,,,,,,,,
AWDRNO,90000000,,,,,,,,,,,,,,90000000,,,,,,,
AWCAU,98587500,,,,,,,,98587500,,,,,,,,,,,,,
AVYPRE,35140819,,,,,,,,,,,,,,,35140819,,,,,,
AVY,1308495000,,,,,,,1308495000,,,,,,,,,,,,,,
AVVNIN,9510117,9510117,,,,,,,,,,,,,,,,,,,,
AVNOIL,0,,,,,,,,,0,,,,,,,,,,,,
AVINOR,1752492100,,,,1752492100,,,,,,,,,,,,,,,,,
AVICJ,6622396,,,,,,,,,,,,,,,,6622396,,,,,
AVIANC,62674214,,,,,,,,,,,,62674214,,,,,,,,,
AVAN,32343456,,,,32343456,,,,,,,,,,,,,,,,,
AVA,1578000000,1578000000,,,,,,,,,,,,,,,,,,,,
AUVISA,51851861,,,,51851861,,,,,,,,,,,,,,,,,
AUTRBZ,91701000,,,,,,91701000,,,,,,,,,,,,,,,
AUTOPA,450000000,,,,450000000,,,,,,,,,,,,,,,,,
AUTNSW,185887250,,,,185887250,,,,,,,,,,,,,,,,,
AUTLIN,84554677,,,,84554677,,,,,,,,,,,,,,,,,
AUTLAN,76516011,,,,,,,,76516011,,,,,,,,,,,,,
AUTGIL,544567000,,,,,,544567000,,,,,,,,,,,,,,,
AUSPBZ,0,0,,,,,,,,,,,,,,,,,,,,
AUSGF,946440000,946440000,,,,,,,,,,,,,,,,,,,,
AUSAKR,0,0,,,,,,,,,,,,,,,,,,,,
AUSAIR,0,,,,,,,,,,,,0,,,,,,,,,
AUDUMA,1284511962,,,,1284511962,,,,,,,,,,,,,,,,,
AUDAXE,105521140,105521140,,,,,,,,,,,,,,,,,,,,
AUCKSU,81139514,,,,,,,,81139514,,,,,,,,,,,,,
AUCALS,343609961,,,,343609961,,,,,,,,,,,,,,,,,
ATW,0,,,,,,,,,,,,,,0,,,,,,,
ATTALA,237000000,237000000,,,,,,,,,,,,,,,,,,,,
ATSG,258750000,,,,258750000,,,,,,,,,,,,,,,,,
ATRIIN,140351400,,,,,140351400,,,,,,,,,,,,,,,,
ATPCN,259478572,,,,,259478572,,,,,,,,,,,,,,,,
ATO,2960000000,2960000000,,,,,,,,,,,,,,,,,,,,
ATNSA,23237500,23237500,,,,,,,,,,,,,,,,,,,,
ATLSBZ,29086348,,,,29086348,,,,,,,,,,,,,,,,,
ATLNOF,63318500,,,,63318500,,,,,,,,,,,,,,,,,
ATLLNG,54120000,,,,,,,,,,54120000,,,,,,,,,,,
ATKORE,0,,,,,,,,0,,,,,,,,,,,,,
ATIAU,312317000,,,,,,,,312317000,,,,,,,,,,,,,
ATI,1437500000,,,,,,,,1437500000,,,,,,,,,,,,,
ATHL,0,,,,,,,,,0,,,,,,,,,,,,
ATHCN,450000000,,,,,,,,,450000000,,,,,,,,,,,,
ATERPA,320000000,,,,,,,,,,,,,,,320000000,,,,,,
ATDBCN,1662362,,,,,,,,,,,,,,,,1662362,,,,,
ATBEBZ,251346022,,,,251346022,,,,,,,,,,,,,,,,,
ASWLN,41806524,,,,,,,,41806524,,,,,,,,,,,,,
ASTRO,1591000,,,,1591000,,,,,,,,,,,,,,,,,
ASTORI,0,,,,,0,,,,,,,,,,,,,,,,
ASTONM,797774500,,,,,,797774500,,,,,,,,,,,,,,,
ASTMRT,0,,,,,,0,,,,,,,,,,,,,,,
ASPO,30674750,,,,,,,,,,,,,,,,30674750,,,,,
ASPACL,13894680,,,,,,,13894680,,,,,,,,,,,,,,
ASLSP,110777355,,,,110777355,,,,,,,,,,,,,,,,,
ASLAU,300000000,,,,,,,,300000000,,,,,,,,,,,,,
